"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (20)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Total_Marks (100)";"Comments"
22EC10019;10;10;10;10;10;20;10;10;10;100;Good~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MF10026;10;10;10;0;10;20;8;5;10;83;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 8 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 83 ############
22CS10069;10;10;10;10;10;20;10;10;10;100;Good work~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22PH10051;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IM10039;10;0;0;0;10;20;0;0;0;40;========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22BT30002;10;10;10;10;10;20;10;10;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~PASSED: Test Case 1: ~~~~IN:~~Enter day and month: 41 10~~~~Exp OUT:~~Invalid date~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 2: ~~~~IN:~~Enter day and month: 17 11~~~~Exp OUT:~~Thursday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 3: ~~~~IN:~~Enter day and month: 1 1~~~~Exp OUT:~~Saturday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Test Case 4: ~~~~IN:~~Enter day and month: 12 8~~~~Exp OUT:~~Friday~~~~~~  Mark/s obtained: 10 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed Output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT30016;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10083;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS30048;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC30027;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22ME10026;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10005;0;0;0;0;5;0;0;0;0;5;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 5 ############
22MA10040;0;0;0;0;5;0;0;0;0;5;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 5 ############
22CY10008;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10068;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Input taken~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22AG30048;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22BT10019;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10024;0;0;0;0;10;0;0;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Calculated for Invalid Date~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Calculated for Valid Date~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~Printed the correct Day~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed Output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
