"Student_Name";"Test_Case_1 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (10)";"Code_5 (10)";"Code_6 (10)";"Code_7 (10)";"Code_8 (20)";"Code_9 (10)";"Total_Marks (110)";"Comments"
22MI31014;3;3;0;0;0;0;0;0;10;5;21;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 3 out of 10~~~~~~Your output:~~[ERROR: RUNTIMEOUT, It may be due one of the following:~~Waits for more user input than expected/defined in the  or~~Code throws a math exception during runtime or~~Runs into an infinite loop or~~Waits for more user input than expected or~~or something else completely, we will never know...~~]~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 21/110 ##########
22MI33002;3;3;10;10;10;0;0;0;0;0;36;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 3 out of 10~~~~~~Your output:~~enter the input~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 3 out of 10~~~~~~PASSED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 36/110 ##########
22MI33021;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22MT10012;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22MT10050;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22MT30005;3;3;0;3;3;0;0;0;0;0;12;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 3 out of 10~~~~~~Your output:~~Enter String and Pattern:~~S = %d, P = 100 ~~Number of Matches = 0 ~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 12/110 ##########
22MT30024;3;3;0;3;0;0;0;0;0;0;9;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 3 out of 10~~~~~~Your output:~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 9/110 ##########
22NA10011;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22NA10030;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22NA10049;4;10;0;0;0;10;0;10;12;10;56;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 4 out of 10~~~~~~Your output:~~enter the string ~~%d0 numeric character ~~1 Special printable characters ~~1 words ~~0 vowels ~~2 consonants ~~0 sentences ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 12 out of 20~~~~~~PASSED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 56/110 ##########
22NA30019;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22PH10002;3;3;0;0;0;10;10;4;13;10;53;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 3 out of 10~~~~~~Your output:~~~~Numeric characters: 0~~Special Printable Characters: 1~~Words: 0~~Vowels: 0~~Consonants: 1~~Sentences: 0~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 4 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 13 out of 20~~~~~~PASSED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 53/110 ##########
22PH10021;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22PH10040;0;0;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 110 out of 110~~~~~~==============================~~~~########## TOTAL MARKS OBTAINED = 0/110 ##########
22EC10047;3;3;0;0;0;10;3;0;0;0;19;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:%d~~100~~This is a Test Case~~wahahahahahah 1234 #$%^~~~~Desired Output:~~### Part (a) START ###~~Input is a integer: 100~~### Part (a) END ###~~~~### Part (b) START ###~~4 This is a~~### Part (b) END ###~~~~### Part (c) START ###~~Number of digits: 4~~Number of special characters: 5~~Number of words: 8~~Number of vowels: 11~~Number of consonants: 19~~Number of sentences: 1~~### Part (c) END ###~~ ~~  Mark/s obtained: 3 out of 10~~~~~~Your output:~~enter the sentence :x : 2~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~taken inputs~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 3 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 19/110 ##########
22IE10015;0;10;5;5;5;10;10;5;5;5;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken inputs~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~(a) taken input for format specifier for eg: %d~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 3:~~(a) taken input from user~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~(a) printed output to user~~  Mark/s obtained: 5 out of 10~~~~~~PASSED: Code Case 5:~~(b) taken input using %19s %29s~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~(b) printed output to user~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 7:~~(c) taken input using %[^\n]%*c or %[^\n]s~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 8:~~(c) computed frequency of digits, special characters, vowels, consonants, sentences~~  Mark/s obtained: 5 out of 20~~~~~~FAILED: Code Case 9:~~(c) printed output~~  Mark/s obtained: 5 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 60/110 ##########
