"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Test_Case_5 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (20)";"Code_4 (10)";"Code_5 (10)";"Total_Marks (110)";"Comments"
22EE30015;10;10;10;10;10;10;10;20;10;10;110;Good~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22EX10022;8;7;7;7;7;10;10;10;10;10;86;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Most significant digits to least significant digits: ~~1,12,123,1234~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~enter the integer:~~ most significant digits to least significant digits:4321 4321 4321 10000  ~~ reverse number=4321 ~~ difference between reverse and original number:3087~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~~~Least significant digits to most significant digits:~~5677,677,77,7~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~~~ ~~  Mark/s obtained: 7 out of 10~~~~~~Your output:~~enter the integer:~~ least significant digits to most significant digits:5677 100000 6600000 43000000 100000000  ~~ reverse number=7765 ~~ difference between reverse and original number:2088~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 9~~~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~~~ ~~  Mark/s obtained: 7 out of 10~~~~~~Your output:~~enter the integer:~~ least significant digits to most significant digits:9 1000000000  ~~ reverse number=9 ~~ difference between reverse and original number:0~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 7 out of 10~~~~~~Your output:~~enter the integer:~~ most significant digits to least significant digits:-83 0  ~~ reverse number=-83 ~~ difference between reverse and original number:-45~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~9,90,900,9004,90040~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 7 out of 10~~~~~~Your output:~~enter the integer:~~ most significant digits to least significant digits:4009 4009 4009 4009 -2147483648  ~~ reverse number=4009 ~~ difference between reverse and original number:-86031~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 10 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 86 ############
22EX10042;0;0;0;0;0;10;10;15;10;10;55;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 15 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 55 ############
22GG10052;0;0;0;0;0;0;0;0;0;0;0;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Most significant digits to least significant digits: ~~1,12,123,1234~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter alpha~~Enter sigma~~Enter Rs~~Enter Ts~~Enter D~~The value of Tp is -1.#IND00e+000~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~~~Least significant digits to most significant digits:~~5677,677,77,7~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter alpha~~Enter sigma~~Enter Rs~~Enter Ts~~Enter D~~The value of Tp is -1.#IND00e+000~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 9~~~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter alpha~~Enter sigma~~Enter Rs~~Enter Ts~~Enter D~~The value of Tp is -1.#IND00e+000~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter alpha~~Enter sigma~~Enter Rs~~Enter Ts~~Enter D~~The value of Tp is 1.#INF00e+000~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~9,90,900,9004,90040~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter alpha~~Enter sigma~~Enter Rs~~Enter Ts~~Enter D~~The value of Tp is -1.#IND00e+000~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~Read an integer~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 0 out of 10~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22HS10038;10;10;10;10;10;10;10;20;10;10;110;Perfect~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22IE10015;10;10;10;9;10;10;10;20;10;10;109;========= TEST CASES =========~~~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 9 out of 10~~~~~~Your output:~~Enter a number:Most significant digits to least significant digits:3	38	~~Reverse number:83~~Difference between reverse and original number:45~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 109 ###########
22IM10009;5;5;5;5;5;10;10;5;10;10;70;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~Enter the Integer:1234~~~~~~~~Exp OUT:~~Most significant digits to least significant digits: ~~1,12,123,1234~~~~Reverse number = 4321~~Difference between Reverse and original number = 3087~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter the number~~4321difference between reverse and original number=3087~~~~FAILED: Test Case 2: ~~IN:~~Enter the Integer:5677~~~~~~~~Exp OUT:~~~~Least significant digits to most significant digits:~~5677,677,77,7~~~~Reverse number = 7765~~Difference between Reverse and original number = 2088~~~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter the number~~7765difference between reverse and original number=2088~~~~FAILED: Test Case 3: ~~IN:~~Enter the Integer:9~~~~~~Exp OUT:~~Least significant digits to most significant digits:~~ 9~~~~Reverse number = 9~~Difference between Reverse and original number = 0~~~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter the number~~9difference between reverse and original number=0~~~~FAILED: Test Case 4: ~~IN:~~Enter the Integer:-38~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~ 3,38~~~~Reverse number = -83~~Difference between Reverse and original number = 45~~~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter the number~~0difference between reverse and original number=38~~~~FAILED: Test Case 5: ~~IN:~~Enter the Integer: 90040~~~~~~Exp OUT:~~Most significant digits to least significant digits:~~9,90,900,9004,90040~~~~Reverse number = 4009~~Difference between Reverse and original number = 86031~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~enter the number~~4009difference between reverse and original number=86031~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 5 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22MA10029;10;10;10;10;10;10;10;20;10;10;110;Nice work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22MA10067;10;10;10;10;10;10;10;20;10;10;110;Clean Code~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22ME10072;0;0;0;0;0;0;0;0;0;0;0;<PLAG DETECTED - AWARDED 0>~~~~If you have not copied from anywhere,~~Please do not panic.~~Plag is decided by a plag checking program.~~For now continue to do your best.
22ME30031;10;10;10;10;10;10;10;20;10;10;110;Keep it up~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Printed the sub-integers from least significant to most significant if odd and vice versa~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 110 ###########
22GG10032;0;0;0;0;0;10;10;0;10;10;40;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read an integer~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Check for odd or even~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Printed the sub-integers from most significant to least significant if odd and vice versa~~  Mark/s obtained: 0 out of 20~~~~~~PASSED: Code Case 4:~~Computed the reverse of the digits~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 5:~~Printed the absolute difference between them~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 40/110 ##########
